0	Coast	2	4
12477	will	4	4
12478	own	4	4
12479	about	2	4
12480	6.4	1	0
12481	%	0	4
12482	,	4	4
12483	about	4	4
12484	the	4	4
12485	same	4	4
12486	stake	4	4
12487	as	4	4
12488	Edisto	3	4
12489	owns	4	4
12490	now	4	4
12491	in	4	4
12492	NRM	3	4
12493	.	4	4
12494	Edisto	3	4
12495	currently	4	4
12496	is	4	4
12497	the	4	4
12498	general	4	4
12499	partner	3	4
12500	of	4	4
12501	NRM	3	4
12502	.	4	4
12503	As	4	4
12504	the	4	4
12505	largest	4	4
12506	holder	3	4
12507	of	4	4
12508	acquisition	4	4
12509	preferred	4	4
12510	units	4	4
12511	,	4	4
12512	Mesa	2	4
12513	Limited	1	4
12514	Partnership	0	4
12515	would	4	4
12516	own	4	4
12517	about	2	4
12518	28	1	4
12519	%	0	4
12520	of	4	4
12521	Edisto	3	4
12522	after	4	4
12523	the	4	4
12524	transaction	4	4
12525	.	4	4
12526	As	4	4
12527	part	4	4
12528	of	4	4
12529	the	4	4
12530	transaction	4	4
12531	,	4	4
12532	Edisto	3	4
12533	agreed	4	4
12534	to	4	4
12535	give	4	4
12536	Mesa	3	4
12537	,	4	4
12538	an	4	4
12539	Amarillo	3	4
12540	,	4	4
12541	Texas	3	4
12542	,	4	4
12543	oil	4	4
12544	and	4	4
12545	gas	4	4
12546	partnership	3	4
12547	managed	4	4
12548	by	4	4
12549	T.	2	0
12550	Boone	1	4
12551	Pickens	1	4
12552	Jr.	0	0
12553	,	4	4
12554	a	4	4
12555	seat	4	4
12556	on	4	4
12557	its	4	4
12558	board	3	4
12559	.	4	4
12560	NRM	3	4
12561	said	4	4
12562	its	4	4
12563	$	2	4
12564	2.60	0	0
12565	senior	4	4
12566	cumulative	4	4
12567	convertible	4	4
12568	preferred	4	4
12569	units	4	4
12570	will	4	4
12571	be	4	4
12572	converted	4	4
12573	into	4	4
12574	an	4	4
12575	equal	4	4
12576	number	4	4
12577	of	4	4
12578	shares	4	4
12579	of	4	4
12580	$	2	4
12581	2.60	0	0
12582	senior	4	4
12583	cumulative	4	4
12584	convertible	4	4
12585	preferred	4	4
12586	stock	4	4
12587	of	4	4
12588	Edisto	3	4
12589	.	4	4
12590	The	4	4
12591	transaction	4	4
12592	is	4	4
12593	subject	4	4
12594	to	4	4
12595	approval	4	4
12596	of	4	4
12597	NRM	3	4
12598	unitholders	3	4
12599	of	4	4
12600	record	4	4
12601	on	4	4
12602	Oct.	2	0
12603	23	0	4
12604	,	4	4
12605	among	4	4
12606	other	4	4
12607	conditions	4	4
12608	.	4	4
12609	NRM	3	4
12610	said	4	4
12611	it	4	4
12612	expects	4	4
12613	unitholders	3	4
12614	to	4	4
12615	vote	4	4
12616	on	4	4
12617	the	4	4
12618	restructuring	4	4
12619	at	4	4
12620	a	4	4
12621	meeting	4	4
12622	Dec.	2	0
12623	15	0	4
12624	.	4	4
12625	Sherwin-Williams	2	4
12626	Co.	0	0
12627	and	4	4
12628	Whittaker	2	4
12629	Corp.	0	0
12630	said	4	4
12631	they	4	4
12632	've	4	4
12633	discontinued	4	4
12634	talks	4	4
12635	toward	4	4
12636	a	4	4
12637	definitive	4	4
12638	agreement	4	4
12639	regarding	4	4
12640	Sherwin-Williams	3	4
12641	'	4	4
12642	acquisition	4	4
12643	of	4	4
12644	Whittaker	3	4
12645	's	4	4
12646	chemical	4	4
12647	coating	4	4
12648	group	3	4
12649	.	4	4
12650	The	4	4
12651	companies	3	4
12652	reached	4	4
12653	an	4	4
12654	agreement	4	4
12655	in	4	4
12656	principle	4	4
12657	for	4	4
12658	the	4	4
12659	sale	4	4
12660	in	4	4
12661	August	3	4
12662	.	4	4
12663	Terms	4	4
12664	were	4	4
12665	n't	4	4
12666	disclosed	4	4
12667	.	4	4
12668	Cleveland	3	4
12669	-based	4	4
12670	Sherwin-Williams	3	4
12671	produces	4	4
12672	paints	4	4
12673	and	4	4
12674	coatings	4	4
12675	,	4	4
12676	while	4	4
12677	the	4	4
12678	Los	2	4
12679	Angeles	0	4
12680	-based	4	4
12681	Whittaker	3	4
12682	coatings	4	4
12683	group	4	4
12684	produces	4	4
12685	industrial	4	4
12686	coatings	4	4
12687	.	4	4
12688	USG	2	4
12689	Corp.	0	0
12690	agreed	4	4
12691	to	4	4
12692	sell	4	4
12693	its	4	4
12694	headquarters	4	4
12695	building	3	4
12696	here	4	4
12697	to	4	4
12698	Manufacturers	2	4
12699	Life	1	4
12700	Insurance	1	4
12701	Co.	0	0
12702	of	4	4
12703	Toronto	3	4
12704	,	4	4
12705	and	4	4
12706	will	4	4
12707	lease	4	4
12708	the	4	4
12709	19	3	4
12710	-story	4	4
12711	facility	3	4
12712	until	4	4
12713	it	4	4
12714	moves	4	4
12715	to	4	4
12716	a	4	4
12717	new	4	4
12718	quarters	3	4
12719	in	4	4
12720	1992	3	0
12721	.	4	4
12722	The	4	4
12723	building-materials	4	4
12724	concern	3	4
12725	did	4	4
12726	n't	4	4
12727	disclose	4	4
12728	terms	4	4
12729	of	4	4
12730	the	4	4
12731	sale	4	4
12732	,	4	4
12733	which	4	4
12734	will	4	4
12735	close	4	4
12736	in	4	4
12737	the	2	4
12738	first	1	4
12739	quarter	1	4
12740	of	1	4
12741	next	1	4
12742	year	0	4
12743	.	4	4
12744	Proceeds	4	4
12745	from	4	4
12746	the	4	4
12747	planned	4	4
12748	sale	4	4
12749	of	4	4
12750	the	4	4
12751	250,000-square-foot	3	4
12752	building	3	4
12753	``	4	4
12754	will	4	4
12755	help	4	4
12756	reduce	4	4
12757	the	4	4
12758	debt	4	4
12759	incurred	4	4
12760	as	4	4
12761	a	4	4
12762	result	4	4
12763	of	4	4
12764	our	4	4
12765	July	2	4
12766	1988	0	0
12767	recapitalization	4	4
12768	,	4	4
12769	''	4	4
12770	said	4	4
12771	a	4	4
12772	USG	3	4
12773	official	3	4
12774	.	4	4
12775	The	4	4
12776	recently	4	4
12777	revived	4	4
12778	enthusiasm	4	4
12779	among	4	4
12780	small	4	4
12781	investors	3	4
12782	for	4	4
12783	stock	4	4
12784	mutual	4	4
12785	funds	4	4
12786	has	4	4
12787	been	4	4
12788	damped	4	4
12789	by	4	4
12790	a	4	4
12791	jittery	4	4
12792	stock	4	4
12793	market	4	4
12794	and	4	4
12795	the	4	4
12796	tumult	4	4
12797	over	4	4
12798	program	4	4
12799	trading	4	4
12800	.	4	4
12801	After	4	4
12802	hitting	4	4
12803	two-year	3	4
12804	highs	4	4
12805	this	2	4
12806	summer	0	4
12807	,	4	4
12808	net	4	4
12809	sales	4	4
12810	of	4	4
12811	stock	4	4
12812	funds	4	4
12813	slowed	4	4
12814	in	4	4
12815	September	3	4
12816	,	4	4
12817	according	4	4
12818	to	4	4
12819	the	4	4
12820	Investment	2	4
12821	Company	1	4
12822	Institute	0	4
12823	,	4	4
12824	a	4	4
12825	trade	4	4
12826	group	3	4
12827	.	4	4
12828	The	4	4
12829	sales	4	4
12830	recovery	4	4
12831	screeched	4	4
12832	to	4	4
12833	a	4	4
12834	halt	4	4
12835	this	2	4
12836	month	0	4
12837	,	4	4
12838	some	4	4
12839	analysts	3	4
12840	say	4	4
12841	.	4	4
12842	``	4	4
12843	Confidence	4	4
12844	was	4	4
12845	starting	4	4
12846	to	4	4
12847	come	4	4
12848	back	4	4
12849	because	4	4
12850	we	4	4
12851	did	4	4
12852	n't	4	4
12853	have	4	4
12854	wildly	2	4
12855	volatile	1	4
12856	days	0	4
12857	,	4	4
12858	''	4	4
12859	says	4	4
12860	Tyler	2	4
12861	Jenks	0	4
12862	,	4	4
12863	research	4	4
12864	director	3	4
12865	for	4	4
12866	Kanon	2	4
12867	Bloch	1	4
12868	Carre	0	4
12869	&	4	4
12870	Co.	4	0
12871	,	4	4
12872	a	4	4
12873	Boston	3	4
12874	research	4	4
12875	firm	3	4
12876	.	4	4
12877	``	4	4
12878	Now	4	4
12879	everything	4	4
12880	''	4	4
12881	--	4	4
12882	such	4	4
12883	as	4	4
12884	program	4	4
12885	trading	4	4
12886	and	4	4
12887	wide	4	4
12888	stock	4	4
12889	market	4	4
12890	swings	4	4
12891	--	4	4
12892	``	4	4
12893	that	4	4
12894	everyone	4	4
12895	had	4	4
12896	pushed	4	4
12897	back	4	4
12898	in	4	4
12899	their	4	4
12900	consciousness	4	4
12901	is	4	4
12902	just	4	4
12903	sitting	4	4
12904	right	4	4
12905	there	4	4
12906	.	4	4
12907	''	4	4
12908	Net	4	4
12909	sales	4	4
12910	of	4	4
12911	stock	4	4
12912	funds	4	4
12913	in	4	4
12914	September	3	4
12915	totaled	4	4
12916	$	2	4
12917	839.4	1	0
12918	million	0	4
12919	,	4	4
12920	down	4	4
12921	from	4	4
12922	$	2	4
12923	1.1	1	0
12924	billion	0	4
12925	in	4	4
12926	August	3	4
12927	,	4	4
12928	the	4	4
12929	institute	3	4
12930	said	4	4
12931	.	4	4
12932	But	4	4
12933	if	4	4
12934	reinvested	4	4
12935	dividends	4	4
12936	are	4	4
12937	excluded	4	4
12938	,	4	4
12939	investors	3	4
12940	put	4	4
12941	in	4	4
12942	only	2	4
12943	$	1	4
12944	340	1	4
12945	million	0	4
12946	more	4	4
12947	than	4	4
12948	they	4	4
12949	pulled	4	4
12950	out	4	4
12951	for	4	4
12952	the	2	4
12953	month	0	4
12954	.	4	4
12955	October	3	4
12956	's	4	4
12957	numbers	4	4
12958	,	4	4
12959	which	4	4
12960	wo	4	4
12961	n't	4	4
12962	be	4	4
12963	released	4	4
12964	for	4	4
12965	a	2	4
12966	month	0	4
12967	,	4	4
12968	are	4	4
12969	down	4	4
12970	further	4	4
12971	,	4	4
12972	mutual	4	4
12973	fund	4	4
12974	executives	3	4
12975	say	4	4
12976	.	4	4
12977	Investors	3	4
12978	in	4	4
12979	stock	4	4
12980	funds	4	4
12981	did	4	4
12982	n't	4	4
12983	panic	4	4
12984	the	2	4
12985	weekend	0	4
12986	after	4	4
12987	mid-October	3	4
12988	's	4	4
12989	190	3	4
12990	-point	4	4
12991	market	4	4
12992	plunge	4	4
12993	.	4	4
12994	Most	4	4
12995	of	4	4
12996	the	4	4
12997	those	4	4
12998	who	4	4
12999	left	4	4
13000	stock	4	4
13001	funds	4	4
13002	simply	4	4
13003	switched	4	4
13004	into	4	4
13005	money	4	4
13006	market	4	4
13007	funds	4	4
13008	.	4	4
13009	And	4	4
13010	some	4	4
13011	fund	4	4
13012	groups	3	4
13013	said	4	4
13014	investors	3	4
13015	actually	4	4
13016	became	4	4
13017	net	4	4
13018	buyers	3	4
13019	.	4	4
13020	But	4	4
13021	the	4	4
13022	stock	4	4
13023	market	4	4
13024	swings	4	4
13025	have	4	4
13026	continued	4	4
13027	.	4	4
13028	The	4	4
13029	recent	4	4
13030	outcry	4	4
13031	over	4	4
13032	program	4	4
13033	trading	4	4
13034	will	4	4
13035	cast	4	4
13036	a	4	4
13037	pall	4	4
13038	over	4	4
13039	the	4	4
13040	stock-fund	4	4
13041	environment	4	4
13042	in	4	4
13043	the	2	4
13044	coming	1	4
13045	months	0	4
13046	,	4	4
13047	some	4	4
13048	analysts	3	4
13049	say	4	4
13050	.	4	4
13051	``	4	4
13052	The	4	4
13053	public	3	4
13054	is	4	4
13055	very	4	4
13056	close	4	4
13057	to	4	4
13058	having	4	4
13059	had	4	4
13060	it	4	4
13061	,	4	4
13062	''	4	4
13063	Mr.	4	0
13064	Jenks	3	4
13065	says	4	4
13066	.	4	4
13067	Investors	3	4
13068	pulled	4	4
13069	back	4	4
13070	from	4	4
13071	bond	4	4
13072	funds	4	4
13073	in	4	4
13074	September	3	4
13075	,	4	4
13076	too	4	4
13077	.	4	4
13078	Net	4	4
13079	sales	4	4
13080	of	4	4
13081	bond	4	4
13082	funds	4	4
13083	for	4	4
13084	the	2	4
13085	month	0	4
13086	totaled	4	4
13087	$	2	4
13088	1.1	1	0
13089	billion	0	4
13090	,	4	4
13091	down	4	4
13092	two-thirds	3	4
13093	from	4	4
13094	$	2	4
13095	3.1	1	0
13096	billion	0	4
13097	in	4	4
13098	August	3	4
13099	.	4	4
13100	The	4	4
13101	major	4	4
13102	reason	4	4
13103	:	4	4
13104	heavy	4	4
13105	outflows	4	4
13106	from	4	4
13107	high-risk	4	4
13108	,	4	4
13109	high-yield	4	4
13110	junk	4	4
13111	bond	4	4
13112	funds	4	4
13113	.	4	4
13114	Big	4	4
13115	withdrawals	4	4
13116	from	4	4
13117	the	4	4
13118	junk	4	4
13119	funds	4	4
13120	have	4	4
13121	continued	4	4
13122	this	2	4
13123	month	0	4
13124	.	4	4
13125	Overall	4	4
13126	,	4	4
13127	net	4	4
13128	sales	4	4
13129	of	4	4
13130	all	4	4
13131	mutual	4	4
13132	funds	4	4
13133	,	4	4
13134	excluding	4	4
13135	money	4	4
13136	market	4	4
13137	funds	4	4
13138	,	4	4
13139	fell	4	4
13140	to	4	4
13141	$	2	4
13142	1.9	1	0
13143	billion	0	4
13144	in	4	4
13145	September	3	4
13146	from	4	4
13147	$	2	4
13148	4.2	1	0
13149	billion	0	4
13150	in	4	4
13151	August	3	4
13152	,	4	4
13153	the	4	4
13154	trade	4	4
13155	group	3	4
13156	said	4	4
13157	.	4	4
13158	``	4	4
13159	Small	4	4
13160	net	4	4
13161	inflows	4	4
13162	into	4	4
13163	stock	4	4
13164	and	4	4
13165	bond	4	4
13166	funds	4	4
13167	were	4	4
13168	offset	4	4
13169	by	4	4
13170	slight	4	4
13171	declines	4	4
13172	in	4	4
13173	the	4	4
13174	value	4	4
13175	of	4	4
13176	mutual	4	4
13177	fund	4	4
13178	stock	4	4
13179	and	4	4
13180	bond	4	4
13181	portfolios	4	4
13182	''	4	4
13183	stemming	4	4
13184	from	4	4
13185	falling	4	4
13186	prices	4	4
13187	,	4	4
13188	said	4	4
13189	Jacob	2	4
13190	Dreyer	0	4
13191	,	4	4
13192	the	4	4
13193	institute	3	4
13194	's	4	4
13195	chief	4	4
13196	economist	3	4
13197	.	4	4
13198	Many	4	4
13199	small	4	4
13200	investors	3	4
13201	went	4	4
13202	for	4	4
13203	the	4	4
13204	safety	4	4
13205	of	4	4
13206	money	4	4
13207	market	4	4
13208	funds	4	4
13209	.	4	4
13210	Assets	4	4
13211	of	4	4
13212	these	4	4
13213	and	4	4
13214	other	4	4
13215	short-term	4	4
13216	funds	4	4
13217	surged	4	4
13218	more	2	4
13219	than	1	4
13220	$	1	4
13221	5	1	4
13222	billion	0	4
13223	in	4	4
13224	September	3	4
13225	,	4	4
13226	the	4	4
13227	institute	3	4
13228	said	4	4
13229	.	4	4
13230	Analysts	3	4
13231	say	4	4
13232	additional	4	4
13233	investors	3	4
13234	transferred	4	4
13235	their	4	4
13236	assets	4	4
13237	into	4	4
13238	money	4	4
13239	funds	4	4
13240	this	2	4
13241	month	0	4
13242	.	4	4
13243	At	4	4
13244	Fidelity	2	4
13245	Investments	0	4
13246	,	4	4
13247	the	4	4
13248	nation	3	4
13249	's	4	4
13250	largest	4	4
13251	fund	4	4
13252	group	3	4
13253	,	4	4
13254	money	4	4
13255	funds	4	4
13256	continue	4	4
13257	to	4	4
13258	draw	4	4
13259	the	4	4
13260	most	4	4
13261	business	4	4
13262	,	4	4
13263	says	4	4
13264	Michael	2	4
13265	Hines	0	4
13266	,	4	4
13267	vice	2	4
13268	president	0	4
13269	,	4	4
13270	marketing	4	4
13271	.	4	4
13272	In	4	4
13273	October	3	4
13274	,	4	4
13275	net	4	4
13276	sales	4	4
13277	of	4	4
13278	stock	4	4
13279	funds	4	4
13280	at	4	4
13281	Fidelity	3	4
13282	dropped	4	4
13283	sharply	4	4
13284	,	4	4
13285	Mr.	4	0
13286	Hines	3	4
13287	said	4	4
13288	.	4	4
13289	But	4	4
13290	he	4	4
13291	emphasized	4	4
13292	that	4	4
13293	new	4	4
13294	accounts	4	4
13295	,	4	4
13296	new	4	4
13297	sales	4	4
13298	,	4	4
13299	inquiries	4	4
13300	and	4	4
13301	subsequent	4	4
13302	sales	4	4
13303	of	4	4
13304	stock	4	4
13305	funds	4	4
13306	are	4	4
13307	all	4	4
13308	up	4	4
13309	this	2	4
13310	month	0	4
13311	from	4	4
13312	September	3	4
13313	's	4	4
13314	level	4	4
13315	.	4	4
13316	Investor	4	4
13317	interest	4	4
13318	in	4	4
13319	stock	4	4
13320	funds	4	4
13321	``	4	4
13322	has	4	4
13323	n't	4	4
13324	stalled	4	4
13325	at	4	4
13326	all	4	4
13327	,	4	4
13328	''	4	4
13329	Mr.	4	0
13330	Hines	3	4
13331	maintains	4	4
13332	.	4	4
13333	He	4	4
13334	notes	4	4
13335	that	4	4
13336	most	4	4
13337	of	4	4
13338	the	4	4
13339	net	4	4
13340	sales	4	4
13341	drop	4	4
13342	stemmed	4	4
13343	from	4	4
13344	a	4	4
13345	three-day	3	4
13346	period	4	4
13347	following	4	4
13348	the	4	4
13349	Friday	2	4
13350	the	1	4
13351	13th	0	0
13352	plunge	4	4
13353	.	4	4
13354	``	4	4
13355	If	4	4
13356	that	4	4
13357	follows	4	4
13358	through	4	4
13359	next	2	4
13360	month	0	4
13361	,	4	4
13362	then	4	4
13363	it	4	4
13364	will	4	4
13365	be	4	4
13366	a	4	4
13367	different	4	4
13368	story	4	4
13369	,	4	4
13370	''	4	4
13371	he	4	4
13372	says	4	4
13373	.	4	4
13374	But	4	4
13375	,	4	4
13376	Mr.	4	0
13377	Hines	3	4
13378	adds	4	4
13379	,	4	4
13380	sales	4	4
13381	``	4	4
13382	based	4	4
13383	on	4	4
13384	a	2	4
13385	few	1	4
13386	days	0	4
13387	'	4	4
13388	events	4	4
13389	do	4	4
13390	n't	4	4
13391	tell	4	4
13392	you	4	4
13393	much	4	4
13394	about	4	4
13395	October	3	4
13396	's	4	4
13397	trends	4	4
13398	.	4	4
13399	''	4	4
13400	One	3	4
13401	trend	4	4
13402	that	4	4
13403	continues	4	4
13404	is	4	4
13405	growth	4	4
13406	in	4	4
13407	the	4	4
13408	money	4	4
13409	invested	4	4
13410	in	4	4
13411	funds	4	4
13412	.	4	4
13413	Buoyed	4	4
13414	by	4	4
13415	the	4	4
13416	continued	4	4
13417	inflows	4	4
13418	into	4	4
13419	money	4	4
13420	funds	4	4
13421	,	4	4
13422	assets	4	4
13423	of	4	4
13424	all	4	4
13425	mutual	4	4
13426	funds	4	4
13427	swelled	4	4
13428	to	4	4
13429	a	2	4
13430	record	1	4
13431	$	1	4
13432	953.8	1	0
13433	billion	0	4
13434	in	4	4
13435	September	3	4
13436	,	4	4
13437	up	4	4
13438	fractionally	4	4
13439	from	4	4
13440	$	2	4
13441	949.3	1	0
13442	billion	0	4
13443	in	4	4
13444	August	3	4
13445	.	4	4
13446	Stock-fund	4	4
13447	managers	3	4
13448	,	4	4
13449	meantime	4	4
13450	,	4	4
13451	went	4	4
13452	into	4	4
13453	October	3	4
13454	with	4	4
13455	less	4	4
13456	cash	4	4
13457	on	4	4
13458	hand	4	4
13459	than	4	4
13460	they	4	4
13461	held	4	4
13462	earlier	2	4
13463	this	1	4
13464	year	0	4
13465	.	4	4
13466	These	4	4
13467	managers	3	4
13468	held	4	4
13469	9.8	2	0
13470	%	0	4
13471	of	4	4
13472	assets	4	4
13473	in	4	4
13474	cash	4	4
13475	at	4	4
13476	the	2	4
13477	end	1	4
13478	of	1	4
13479	September	0	4
13480	,	4	4
13481	down	4	4
13482	from	4	4
13483	10.2	2	0
13484	%	0	4
13485	in	4	4
13486	August	3	4
13487	and	4	4
13488	10.6	2	0
13489	%	0	4
13490	in	4	4
13491	September	2	4
13492	1988	0	0
13493	.	4	4
13494	Large	4	4
13495	cash	4	4
13496	positions	4	4
13497	help	4	4
13498	buffer	4	4
13499	funds	4	4
13500	from	4	4
13501	market	4	4
13502	declines	4	4
13503	but	4	4
13504	can	4	4
13505	cut	4	4
13506	down	4	4
13507	on	4	4
13508	gains	4	4
13509	in	4	4
13510	rising	4	4
13511	markets	4	4
13512	.	4	4
13513	Managers	3	4
13514	of	4	4
13515	junk	4	4
13516	funds	4	4
13517	were	4	4
13518	bolstering	4	4
13519	their	4	4
13520	cash	4	4
13521	hoards	4	4
13522	after	4	4
13523	the	4	4
13524	September	3	4
13525	cash	4	4
13526	crunch	4	4
13527	at	4	4
13528	Campeau	2	4
13529	Corp	1	4
13530	.	0	4
13531	Junk-portfolio	4	4
13532	managers	3	4
13533	raised	4	4
13534	their	4	4
13535	cash	4	4
13536	position	4	4
13537	to	4	4
13538	9.4	2	0
13539	%	0	4
13540	of	4	4
13541	assets	4	4
13542	in	4	4
13543	September	3	4
13544	from	4	4
13545	8.3	2	0
13546	%	0	4
13547	in	4	4
13548	August	3	4
13549	.	4	4
13550	In	4	4
13551	September	2	4
13552	1988	0	0
13553	,	4	4
13554	that	4	4
13555	level	4	4
13556	was	4	4
13557	9.5	2	0
13558	%	0	4
13559	.	4	4
13560	Investors	3	4
13561	in	4	4
13562	all	4	4
13563	funds	4	4
13564	will	4	4
13565	seek	4	4
13566	safety	4	4
13567	in	4	4
13568	the	2	4
13569	coming	1	4
13570	months	0	4
13571	,	4	4
13572	some	4	4
13573	analysts	3	4
13574	say	4	4
13575	.	4	4
13576	Among	4	4
13577	stock	4	4
13578	funds	4	4
13579	,	4	4
13580	the	4	4
13581	conservative	4	4
13582	growth-and-income	4	4
13583	portfolios	4	4
13584	probably	4	4
13585	will	4	4
13586	remain	4	4
13587	popular	4	4
13588	,	4	4
13589	fund	4	4
13590	specialists	3	4
13591	say	4	4
13592	.	4	4
13593	``	4	4
13594	There	4	4
13595	will	4	4
13596	be	4	4
13597	a	4	4
13598	continuation	4	4
13599	and	4	4
13600	possibly	4	4
13601	greater	4	4
13602	focus	4	4
13603	on	4	4
13604	conservative	4	4
13605	equity	4	4
13606	funds	4	4
13607	,	4	4
13608	at	4	4
13609	the	4	4
13610	expense	4	4
13611	of	4	4
13612	growth	4	4
13613	and	4	4
13614	aggressive	4	4
13615	growth	4	4
13616	funds	4	4
13617	,	4	4
13618	''	4	4
13619	says	4	4
13620	Avi	2	4
13621	Nachmany	0	4
13622	,	4	4
13623	an	4	4
13624	analyst	3	4
13625	at	4	4
13626	Strategic	2	4
13627	Insight	0	4
13628	,	4	4
13629	a	4	4
13630	New	2	4
13631	York	0	4
13632	fund-research	4	4
13633	concern	3	4
13634	.	4	4
13635	Secretary	3	4
13636	of	4	4
13637	State	3	4
13638	Baker	3	4
13639	,	4	4
13640	we	4	4
13641	read	4	4
13642	,	4	4
13643	decided	4	4
13644	to	4	4
13645	kill	4	4
13646	a	4	4
13647	speech	4	4
13648	that	4	4
13649	Robert	2	4
13650	Gates	0	4
13651	,	4	4
13652	deputy	4	4
13653	national	4	4
13654	security	4	4
13655	adviser	3	4
13656	and	4	4
13657	a	4	4
13658	career	4	4
13659	Soviet	3	4
13660	expert	3	4
13661	,	4	4
13662	was	4	4
13663	going	4	4
13664	to	4	4
13665	give	4	4
13666	to	4	4
13667	a	4	4
13668	student	4	4
13669	colloquium	3	4
13670	,	4	4
13671	the	4	4
13672	National	4	4
13673	Collegiate	4	4
13674	Security	4	4
13675	Conference	4	4
13676	.	4	4
13677	We	4	4
13678	keep	4	4
13679	wondering	4	4
13680	what	4	4
13681	Mr.	4	0
13682	Gates	3	4
13683	wanted	4	4
13684	to	4	4
13685	say	4	4
13686	.	4	4
13687	Perhaps	4	4
13688	he	4	4
13689	might	4	4
13690	h	4	4
13691	ave	4	4
13692	cited	4	4
13693	Mr.	4	0
13694	Gorbachev	3	4
13695	's	4	4
13696	need	4	4
13697	for	4	4
13698	``	4	4
13699	a	4	4
13700	stable	4	4
13701	currency	4	4
13702	,	4	4
13703	free	4	4
13704	and	4	4
13705	competitive	4	4
13706	markets	4	4
13707	,	4	4
13708	private	4	4
13709	property	4	4
13710	and	4	4
13711	real	4	4
13712	prices	4	4
13713	''	4	4
13714	and	4	4
13715	other	4	4
13716	pie-in-the-sky	4	4
13717	reforms	4	4
13718	.	4	4
13719	Perhaps	4	4
13720	he	4	4
13721	'd	4	4
13722	have	4	4
13723	called	4	4
13724	for	4	4
13725	``	4	4
13726	a	4	4
13727	decentralized	4	4
13728	political	4	4
13729	and	4	4
13730	economic	4	4
13731	system	4	4
13732	''	4	4
13733	without	4	4
13734	a	4	4
13735	dominant	4	4
13736	communist	4	4
13737	party	3	4
13738	.	4	4
13739	Or	4	4
13740	political	4	4
13741	arrangements	4	4
13742	``	4	4
13743	to	4	4
13744	alleviate	4	4
13745	the	4	4
13746	grievances	4	4
13747	and	4	4
13748	demands	4	4
13749	of	4	4
13750	Soviet	3	4
13751	ethnic	4	4
13752	minorities	3	4
13753	and	4	4
13754	republics	3	4
13755	.	4	4
13756	''	4	4
13757	Why	4	4
13758	,	4	4
13759	a	4	4
13760	Bob	2	4
13761	Gates	0	4
13762	might	4	4
13763	even	4	4
13764	have	4	4
13765	said	4	4
13766	,	4	4
13767	``	4	4
13768	Nor	4	4
13769	are	4	4
13770	Soviet	3	4
13771	problems	4	4
13772	susceptible	4	4
13773	to	4	4
13774	rescue	4	4
13775	from	4	4
13776	abroad	4	4
13777	through	4	4
13778	abundant	4	4
13779	Western	4	4
13780	credits	4	4
13781	.	4	4
13782	''	4	4
13783	If	4	4
13784	Mr.	4	0
13785	Gates	3	4
13786	had	4	4
13787	been	4	4
13788	allowed	4	4
13789	to	4	4
13790	say	4	4
13791	these	4	4
13792	things	4	4
13793	,	4	4
13794	we	4	4
13795	would	4	4
13796	now	4	4
13797	be	4	4
13798	hearing	4	4
13799	about	4	4
13800	``	4	4
13801	discord	4	4
13802	''	4	4
13803	and	4	4
13804	``	4	4
13805	disarray	4	4
13806	''	4	4
13807	on	4	4
13808	foreign	4	4
13809	policy	4	4
13810	.	4	4
13811	Dark	4	4
13812	hints	4	4
13813	would	4	4
13814	be	4	4
13815	raised	4	4
13816	that	4	4
13817	parts	4	4
13818	of	4	4
13819	the	4	4
13820	administration	3	4
13821	hope	4	4
13822	Mr.	4	0
13823	Gorbachev	3	4
13824	would	4	4
13825	fail	4	4
13826	,	4	4
13827	just	4	4
13828	as	4	4
13829	they	4	4
13830	were	4	4
13831	when	4	4
13832	Vice	2	4
13833	President	0	4
13834	Quayle	3	4
13835	voiced	4	4
13836	similar	4	4
13837	sentiments	4	4
13838	.	4	4
13839	It's	4	4
13840	somehow	4	4
13841	OK	4	4
13842	for	4	4
13843	Secretary	3	4
13844	Baker	3	4
13845	himself	4	4
13846	,	4	4
13847	however	4	4
13848	,	4	4
13849	to	4	4
13850	say	4	4
13851	all	4	4
13852	the	4	4
13853	same	4	4
13854	things	4	4
13855	.	4	4
13856	In	4	4
13857	fact	4	4
13858	,	4	4
13859	he	4	4
13860	did	4	4
13861	;	4	4
13862	the	4	4
13863	quotes	4	4
13864	above	4	4
13865	are	4	4
13866	from	4	4
13867	Mr.	4	0
13868	Baker	3	4
13869	's	4	4
13870	speech	4	4
13871	of	4	4
13872	two	2	4
13873	weeks	1	4
13874	ago	0	4
13875	.	4	4
13876	So	4	4
13877	far	4	4
13878	as	4	4
13879	we	4	4
13880	can	4	4
13881	see	4	4
13882	,	4	4
13883	there	4	4
13884	is	4	4
13885	no	4	4
13886	disagreement	4	4
13887	among	4	4
13888	Mr.	4	0
13889	Baker	3	4
13890	,	4	4
13891	Mr.	4	0
13892	Quayle	3	4
13893	,	4	4
13894	the	4	4
13895	Mr.	4	0
13896	Gates	3	4
13897	we	4	4
13898	've	4	4
13899	read	4	4
13900	,	4	4
13901	or	4	4
13902	for	4	4
13903	that	4	4
13904	matter	4	4
13905	President	3	4
13906	Bush	3	4
13907	.	4	4
13908	They	4	4
13909	all	4	4
13910	understand	4	4
13911	point	4	4
13912	one	3	4
13913	:	4	4
13914	Nothing	4	4
13915	the	4	4
13916	U.S.	3	4
